This is the Gotham Factory network traffic,,,,,,,,,,,,,,,,
timestamp,userid,id original,id.orig_p,id response,id.resp_p,protocol,service,duration in seconds,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1526772528.43053,CzyogF1ZyDfcooNoN3,192.168.2.5,53534,31.145.9.194,22,tcp,ssh,3.67166,537,1135,SF,11,997,14,1699,Malicious
1551384818.16153,CjL8ss1lDMbrOqfTD1,192.168.1.200,42556,108.186.152.123,23,tcp,-,0.15893,0,0,REJ,2,120,2,80,Malicious
1526810600.12407,Cqax6j4mjBzzrtrIt,192.168.2.5,51544,182.48.220.1,22,tcp,ssh,7.710856,589,1048,SF,14,1169,13,1572,Malicious
1547071851.06782,CJcXMu4e9l4WBhjaI3,192.168.1.194,38574,138.197.44.13,22,tcp,ssh,1.12361,1642,1469,SF,14,2378,12,2101,Malicious
1551382916.7971,CFPCHkPmedsgz005g,192.168.1.200,58006,151.54.179.131,23,tcp,-,3.215681,0,0,REJ,6,360,2,80,Malicious
1526846520.10752,Commko25AQ5v2GwkW,192.168.2.5,55377,191.239.60.163,22,tcp,ssh,3.881504,589,2574,SF,16,1429,17,3466,Malicious
1551392145.83261,CrP03u4s36tPtwZELh,192.168.1.200,39924,180.157.128.97,23,tcp,-,3.459528,0,0,REJ,6,360,2,80,Malicious
1526804035.83537,C4WuLQ3VG7sg6wYP87,192.168.2.5,53632,144.76.243.178,22,tcp,ssh,2.222768,589,2209,SF,13,1273,15,2997,Malicious
1526772479.02996,CbN8Uc1DwXRwLrbPd,192.168.2.5,53415,31.145.9.194,22,tcp,ssh,1.823589,537,1135,SF,15,1309,17,1819,Malicious
1526816393.54412,CC5EYf33tGuBGoXl83,192.168.2.5,50345,148.251.35.54,22,tcp,ssh,0.835987,589,1301,SF,13,1273,15,2089,Malicious
1526810873.20994,CGo97auIq8KRl4jol,192.168.2.5,57770,182.218.135.183,22,tcp,ssh,6.026081,589,1159,SF,15,1377,17,2051,Malicious
1551398655.94883,CS21tJgtq1hRR2BU8,192.168.1.200,48562,119.116.80.101,23,tcp,-,1.374214,0,0,REJ,4,240,2,80,Malicious
1526874973.83006,C6BcFP3Wtq5xny5qWb,192.168.2.5,51305,203.137.182.59,22,tcp,ssh,4.094837,589,2603,SF,16,1429,14,3339,Malicious
1526838571.66257,CqsmwJx6zqsQEquib,192.168.2.5,45546,219.65.104.201,22,tcp,ssh,5.029788,589,1523,SF,15,1209,14,2087,Malicious
1526846376.03479,CMn6hIISwXljqcO3i,192.168.2.5,55188,191.239.60.163,22,tcp,ssh,5.510174,589,2574,SF,16,1429,16,3414,Malicious
1526816370.48759,C76NJF2QJARXdH2iBd,192.168.2.5,50291,148.251.35.54,22,tcp,ssh,0.887235,589,1301,SF,13,1273,15,2089,Malicious
1526845289.34171,C7bmj12APpK2gwjls6,192.168.2.5,49939,191.168.7.36,22,tcp,ssh,3.318158,589,1000,SF,15,1209,19,1764,Malicious
1526882549.42627,CGU2fZ02122dXCSm2,192.168.2.5,57344,137.74.114.140,22,tcp,ssh,3.302108,589,1801,SF,13,1273,15,2589,Malicious
1526881823.52525,CS15dZc7nAFk9de0k,192.168.2.5,54898,137.74.205.120,22,tcp,ssh,1.585821,589,1817,SF,15,1377,12,2449,Malicious
1526847471.2432,CPmjEm2RW7uD1lT9q1,192.168.2.5,34982,191.236.41.18,22,tcp,ssh,4.367941,589,2581,SF,16,1429,15,3369,Malicious
1526866988.04263,CTN2VJ1cTCk67mwbm9,192.168.2.5,38171,204.188.253.197,22,tcp,ssh,3.983609,589,1801,SF,13,1273,15,2589,Malicious
1551378094.9089,C9Wjov6sUzEB7NKN7,192.168.1.200,34446,196.67.61.149,23,tcp,-,3.186925,0,0,REJ,6,360,2,80,Malicious
1526865978.17233,CcCl1341uXqnaFUNLa,192.168.2.5,57929,204.188.220.234,22,tcp,ssh,4.502214,589,2603,SF,14,1325,16,3443,Malicious
1526810856.38646,CUJoQz3ddJ2P41hQR3,192.168.2.5,57747,182.218.135.183,22,tcp,ssh,5.669189,589,1159,SF,16,1393,17,2051,Malicious
1526802433.595,C6gEye38Il6rf9NfW8,192.168.2.5,51129,144.217.110.36,22,tcp,ssh,3.744484,589,2241,SF,13,1273,15,3029,Malicious
1526845285.49417,Cw8XHJPMKOjLFE9fb,192.168.2.5,50251,191.101.72.136,22,tcp,ssh,2.057127,589,2241,SF,13,1273,15,3029,Malicious
1526854344.72053,CWt1rn4lMib76Pgfo6,192.168.2.5,38377,51.254.123.104,22,tcp,ssh,4.612434,589,2603,SF,15,1385,16,3443,Malicious
1547092314.90226,CQYEMi3UC8r18HDmWk,192.168.1.194,42308,54.71.108.5,22,tcp,ssh,1.807223,1642,1469,SF,14,2378,12,2101,Malicious
1526853736.91207,C2qbKu1hHhESRLSZ87,192.168.2.5,44154,51.15.2.81,22,tcp,ssh,3.133167,589,2600,SF,16,1429,15,3388,Malicious
1526765727.4114,ClkHPg1mKc6dvqirO7,192.168.2.5,58510,69.168.53.102,22,tcp,ssh,2.129318,589,1985,SF,13,1273,13,2669,Malicious
1526838680.9846,CA7nTF1gvyk1XBRyb3,192.168.2.5,44590,219.235.3.132,22,tcp,ssh,6.138801,589,1801,SF,13,1273,16,2641,Malicious
1526882457.92649,CqLzS23q9m7VR7KlH2,192.168.2.5,57217,137.74.114.140,22,tcp,ssh,3.540738,605,1801,SF,13,1289,15,2589,Malicious
1551392577.15608,C7xCHr4wsoTza03BL4,192.168.1.200,59692,62.148.153.181,23,tcp,-,1.093647,0,0,REJ,4,240,2,80,Malicious
1551404269.77926,C992T11FR8MLdZMVJd,192.168.1.200,43898,95.130.174.148,23,tcp,-,0.084453,0,0,REJ,2,120,2,80,Malicious
1551407790.58344,CNpe2i2wTPnOFx8B94,192.168.1.200,35410,191.164.69.99,23,tcp,-,1.146354,0,0,REJ,2,120,2,80,Malicious
1526829972.03076,C4JyHX1XOi1Ocpw6Gl,192.168.2.5,53920,144.76.156.49,22,tcp,ssh,4.509288,589,2590,SF,14,1325,16,3430,Malicious
1526766978.65785,CcFpqj1PUSVBI0EdY9,192.168.2.5,36212,69.163.132.236,22,tcp,ssh,4.24324,589,2296,SF,15,1377,15,3084,Malicious
1551382806.93768,CGzHD6heTzKSXlh56,192.168.1.200,58038,202.178.118.244,23,tcp,-,0.373785,0,0,REJ,2,120,2,80,Malicious
1526773198.51391,CT46c717orvbvOPWjl,192.168.2.5,53600,31.27.187.239,22,tcp,ssh,1.890028,589,1601,SF,13,1273,13,2285,Malicious
1526811110.95943,CzW2oa3b68t5mi3h0g,192.168.2.5,58179,182.132.240.242,22,tcp,ssh,4.629897,589,887,SF,14,1301,15,1675,Malicious
1526875079.49806,CG1ONk3CndUxVnzPM8,192.168.2.5,51449,203.137.182.59,22,tcp,ssh,5.639891,589,2603,SF,14,1325,13,3287,Malicious
1526846768.55838,CpSm2l3niZQx2K22l3,192.168.2.5,51720,191.102.136.68,22,tcp,ssh,3.977756,589,2241,SF,14,1325,16,3081,Malicious
1551385307.61862,CUF4Pa3cdcWWJmFOn6,192.168.1.200,46298,179.167.224.195,23,tcp,-,4.333091,0,0,REJ,6,360,2,80,Malicious
1551402191.7856,CcbzNe2ADnzkrgSRw2,192.168.1.200,39966,200.177.151.170,23,tcp,-,0.257841,0,0,REJ,2,120,2,80,Malicious
1551381562.88532,CAeSOu34hMWsm1QE44,192.168.1.200,38720,131.178.177.176,23,tcp,-,1.242307,0,0,REJ,4,240,2,80,Malicious
1526816636.11904,Cob6pL3wsbVDoq3SPb,192.168.2.5,35351,148.251.50.141,22,tcp,-,0.110296,21,983,SF,6,341,5,1251,Malicious
1526794179.4584,C1pJeRnItZFwcHtab,192.168.2.5,40848,161.246.34.147,22,tcp,ssh,6.211905,605,2603,SF,16,1445,16,3443,Malicious
1526882431.12357,CfoIgF2uMdkoFanZdj,192.168.2.5,57179,137.74.114.140,22,tcp,ssh,3.241571,589,1801,SF,15,1377,15,2589,Malicious
1526876265.81617,CA46kQ2hjAgc1heckd,192.168.2.5,56561,203.44.30.106,22,tcp,ssh,7.166064,589,1250,SF,16,1450,17,2154,Malicious
1526772486.31619,CiS7zA4fUCCdgPagH5,192.168.2.5,50803,31.217.212.25,22,tcp,ssh,3.32668,589,1348,SF,15,1377,15,2136,Malicious
1526852451.23732,CZOUpu3BCfFbw9aVD7,192.168.2.5,53259,51.15.137.6,22,tcp,ssh,2.772858,589,2603,SF,16,1429,16,3443,Malicious
1526760072.57306,CxWux03jJ2VJ9UqbXf,192.168.2.5,42682,121.201.38.22,22,tcp,ssh,4.682155,589,1801,SF,13,1273,16,2641,Malicious
1551406078.03151,C53rvu4IsDzc4JiB8,192.168.1.200,41766,187.117.156.194,23,tcp,-,0.68285,0,0,REJ,2,120,2,80,Malicious
1526768140.60727,C0GYaC27nrJdd3s8Xd,192.168.2.5,42273,69.158.20.101,22,tcp,ssh,2.824062,589,1094,SF,14,1169,17,1798,Malicious
1526803057.31569,C6mtvr43HDNVQXCjvl,192.168.2.5,51497,144.202.50.228,22,tcp,ssh,4.442611,589,1801,SF,15,1377,15,2589,Malicious
1551403401.85424,CPyuAsw0WEhj7aeBa,192.168.1.200,49042,154.145.135.78,23,tcp,-,3.398563,0,0,REJ,6,360,2,80,Malicious
1551382870.22887,CGpXwC1ToJv1NZvoEe,192.168.1.200,45810,124.154.137.138,23,tcp,-,0.306075,0,0,REJ,2,120,2,80,Malicious
1526867727.65953,CEJJ3z4gV34viBR7F,192.168.2.5,38513,204.44.75.64,22,tcp,ssh,4.304811,589,2225,SF,13,1273,16,3065,Malicious
1526811329.5356,C97F0c1WQw1N10R187,192.168.2.5,58461,182.132.240.242,22,tcp,ssh,7.284058,589,835,SF,15,1377,16,1675,Malicious
1526832234.78348,CRPCnu1PMGktIxgNsc,192.168.2.5,49555,144.217.59.75,22,tcp,ssh,5.092937,589,1801,SF,13,1273,16,2641,Malicious
1526810223.21648,CGqjXi4RLlT7BlX3U2,192.168.2.5,35866,182.253.179.62,22,tcp,ssh,4.087452,605,2599,SF,14,1341,16,3439,Malicious
1526838862.09264,CtiErv18zlA4pDNw5j,192.168.2.5,45934,219.65.104.201,22,tcp,ssh,5.413474,589,1523,SF,15,1209,14,2087,Malicious
1526810976.24135,CeGoD647z66LKfeKS7,192.168.2.5,60314,182.254.242.24,22,tcp,ssh,4.878595,589,1801,SF,15,1377,13,2485,Malicious
1526822276.12805,CzfZ8E2iAq5i2jgVo5,192.168.2.5,49629,196.192.15.94,22,tcp,ssh,3.430513,589,1340,SF,13,1273,12,1976,Malicious
1526802993.10605,COhZnk1wkMJpsugm9g,192.168.2.5,51411,144.202.50.228,22,tcp,ssh,3.705327,589,1801,SF,15,1377,15,2589,Malicious
1526822220.52566,CUxPFuBtIwGuGaL1j,192.168.2.5,49553,196.192.15.94,22,tcp,ssh,3.182769,589,1340,SF,15,1377,12,1976,Malicious
1551382003.12545,CXNhu449BkQi0B6D83,192.168.1.200,49576,39.64.84.146,23,tcp,-,0.332072,0,0,REJ,2,120,2,80,Malicious
1526765759.97093,CEtFxh4GMzagpisF9h,192.168.2.5,58562,69.168.53.102,22,tcp,ssh,2.133774,589,1985,SF,15,1377,13,2669,Malicious
1551390242.54127,COBNf83LfbwHLrQWy4,192.168.1.200,39496,61.48.158.20,23,tcp,-,1.321022,0,0,REJ,4,240,2,80,Malicious
1551409391.6247,CbtenE3ru5jZQQifZc,192.168.1.200,39646,78.66.52.163,23,tcp,-,0.074208,0,0,REJ,2,120,2,80,Malicious
1526867047.23018,CggVgG1KmRiOFrtvdh,192.168.2.5,38252,204.188.253.197,22,tcp,ssh,4.179959,589,1801,SF,13,1273,14,2537,Malicious
1547085477.88086,C25DzUK6HvlSsvQ85,192.168.1.194,40010,67.21.32.221,22,tcp,ssh,4.258306,2146,2429,SF,17,3038,16,3269,Malicious
1526845465.43301,CvLwH3220VKDOR8wz5,192.168.2.5,50167,191.168.7.36,22,tcp,ssh,3.976899,589,1000,SF,15,1209,19,1764,Malicious
1526802959.52144,Cusapl11pcn8flzUld,192.168.2.5,51366,144.202.50.228,22,tcp,ssh,4.501601,589,1801,SF,15,1377,15,2589,Malicious
1526810777.37718,Cdc3Fw27DdoUq4b2uj,192.168.2.5,57622,182.218.135.183,22,tcp,ssh,4.565146,589,1083,SF,13,1273,16,1923,Malicious
1551404487.73012,Cf7Hxz2tSj6gtviuC7,192.168.1.200,48388,181.226.205.153,23,tcp,-,0.2816,0,0,REJ,2,120,2,80,Malicious
1526873090.07682,C4P0Zm1N1zak72C9a4,192.168.2.5,49267,203.242.197.223,22,tcp,ssh,7.165191,589,2241,SF,13,1273,16,3081,Malicious
1526765159.31125,Cj17yP2N2MZyiTHgVb,192.168.2.5,55486,69.156.162.142,22,tcp,ssh,1.789165,589,1094,SF,14,1169,17,1798,Malicious
1551401839.78009,CunHhJDG4kBzBfqV7,192.168.1.200,56916,188.131.148.183,23,tcp,-,0.336805,0,0,REJ,2,120,2,80,Malicious
1526808296.31891,CVaXcm3cyQb33O1BH9,192.168.2.5,35768,182.140.141.229,22,tcp,ssh,5.689484,589,2603,SF,14,1325,15,3391,Malicious
1526852109.52633,CwtbIl1UaHEqz3DyUg,192.168.2.5,34275,51.254.57.165,22,tcp,ssh,2.904148,589,1801,SF,13,1273,15,2589,Malicious
1526867753.69806,CIgOSF1QYiuUircQr7,192.168.2.5,38553,204.44.75.64,22,tcp,ssh,4.104316,589,2225,SF,15,1377,15,3013,Malicious
1551392791.85929,Cpc1oM1mND8wAwJ6Wa,192.168.1.200,58478,141.106.158.102,23,tcp,-,0.116685,0,0,REJ,2,120,2,80,Malicious
1526772450.79918,CeezAa1IalhrhqDxe,192.168.2.5,50702,31.217.212.25,22,tcp,ssh,2.477992,589,1348,SF,14,1325,15,2136,Malicious
1551398006.46225,CvBJ6z4GJZiBenHEui,192.168.1.200,44842,124.146.82.97,23,tcp,-,3.475017,0,0,REJ,6,360,2,80,Malicious
1526832946.42471,CNFsBi1AD2ii9A5ySg,192.168.2.5,33260,144.172.84.173,22,tcp,ssh,6.311953,589,1801,SF,15,1377,15,2589,Malicious
1526838763.79828,CuQaVqfyizF0dhTck,192.168.2.5,45809,219.65.104.201,22,tcp,ssh,5.715682,589,1523,SF,16,1249,14,2087,Malicious
1526872964.74378,CEUsP81ADt3FoJPBIh,192.168.2.5,49111,203.242.197.223,22,tcp,ssh,7.648856,589,2241,SF,15,1521,16,3093,Malicious
1526765477.17574,CwtNNd242kFKWvWkH4,192.168.2.5,40989,69.131.140.8,22,tcp,ssh,3.563926,589,1024,SF,14,1325,16,1864,Malicious
1551399453.21984,CCiLN46YzdLXhbaYk,192.168.1.200,57846,114.89.124.129,23,tcp,-,0.331063,0,0,REJ,2,120,2,80,Malicious
1526810693.62538,CWlbAVT8aE0plNgN4,192.168.2.5,59308,182.54.195.83,22,tcp,ssh,6.212057,589,1123,SF,14,1325,16,1963,Malicious
1547067631.63287,ChAICy3WIuChk0c6bc,192.168.1.194,50270,88.208.208.156,22,tcp,ssh,13.610975,1790,2103,SF,16,2630,16,2943,Malicious
1526845354.49029,ChpuHc3Ogo4vkwFwAg,192.168.2.5,50029,191.168.7.36,22,tcp,ssh,3.546091,589,1000,SF,14,1169,19,1764,Malicious
1526802887.26026,Cr1enR2ZwsckM5UgSe,192.168.2.5,44423,144.22.77.58,22,tcp,ssh,3.574316,589,1801,SF,15,1377,13,2485,Malicious
1551388325.12413,CKPlYbRJL3iiknoGf,192.168.1.200,56668,220.170.192.161,23,tcp,-,1.535398,0,0,REJ,4,240,2,80,Malicious
1551388246.71685,CD3nqo3bwhTnFCIfu4,192.168.1.200,53704,84.125.214.116,23,tcp,-,0.084456,0,0,REJ,2,120,2,80,Malicious
1551399662.28995,Cxo3nhPOPWrUGWoqd,192.168.1.200,39682,128.172.39.90,23,tcp,-,3.200944,0,0,REJ,6,360,2,80,Malicious
1526801026.50842,C5AAQg3eRqn99Ub2tf,192.168.2.5,48956,144.76.20.146,22,tcp,ssh,2.708898,589,1769,SF,13,1129,15,2373,Malicious
1526831404.65428,CwWfzw29bcnznlHcJ7,192.168.2.5,60594,144.76.228.131,22,tcp,ssh,0.364572,589,2241,SF,13,1273,13,2925,Malicious
1526832318.09984,CjY0Vq8ZUlzatRv6c,192.168.2.5,49686,144.217.59.75,22,tcp,ssh,4.107862,589,1801,SF,15,1377,16,2641,Malicious
1526802361.09079,CjZrVb2ovdaAzFE3S1,192.168.2.5,51028,144.217.110.36,22,tcp,ssh,3.72672,589,2241,SF,13,1273,15,3029,Malicious
1526808977.47714,CXJ3P90pDS5P7VQnl,192.168.2.5,50922,182.162.21.39,22,tcp,ssh,8.483742,589,1801,SF,13,1273,16,2641,Malicious
1526846574.45776,CtxcNGgXH9GlGzxxi,192.168.2.5,56354,191.190.223.130,22,tcp,ssh,5.461591,589,2940,SF,16,1429,17,3832,Malicious
1526832659.23206,CTRLsWqIwzPNuyoh1,192.168.2.5,53153,144.48.6.29,22,tcp,ssh,9.601379,589,1745,SF,17,1489,16,2593,Malicious
1551386555.76123,CdoMIT2vVfuPEx0TGd,192.168.1.200,49302,124.133.98.128,23,tcp,-,3.482526,0,0,REJ,6,360,2,80,Malicious
1551398428.00487,Cc60tV1EdBNXgPfMdh,192.168.1.200,60414,180.169.100.203,23,tcp,-,58.657026,27,79,RSTO,52,2808,40,2278,Malicious
1547091329.46135,CQCt024gnnW7tP1uQf,192.168.1.194,55042,194.102.30.19,22,tcp,-,0.300072,1474,300,SF,8,1814,7,584,Malicious
1547075987.47331,CghPCb17uN736Qxdad,192.168.1.194,53856,67.222.61.11,22,tcp,ssh,13.780289,2858,3277,SF,17,3750,18,4221,Malicious
1551396692.10219,Ceggpm4BRL3N0iDZ3k,192.168.1.200,37620,124.135.66.100,23,tcp,-,0.34106,0,0,REJ,2,120,2,80,Malicious
1526832289.79391,CueOxl3xS5zoNsCn,192.168.2.5,50430,144.217.24.210,22,tcp,ssh,5.034097,589,1801,SF,15,1377,15,2589,Malicious
1526773318.83935,CGWxRf1rkmvWXqQb72,192.168.2.5,33129,31.28.24.215,22,tcp,ssh,1.003632,589,1801,SF,13,1273,16,2641,Malicious
1551403957.5809,CmUIDHbE8RNRDJgua,192.168.1.200,47010,206.189.207.215,23,tcp,-,0.105702,0,0,REJ,2,120,2,80,Malicious
1526773254.01034,CMXK5D1vfoJ5SeqMok,192.168.2.5,32993,31.28.24.215,22,tcp,ssh,1.840319,605,1801,SF,16,1513,16,2653,Malicious
1526845215.38916,CRY4e62ZgqQoNdj6v9,192.168.2.5,49844,191.168.7.36,22,tcp,ssh,7.243419,589,1000,SF,15,1209,16,1660,Malicious
1526772386.34329,C8QKmF2PzoTzCuzXxa,192.168.2.5,49132,31.3.184.139,22,tcp,ssh,4.318724,589,1348,SF,16,1437,18,2300,Malicious
1526846744.83917,CfG5arVCExMCIQWu,192.168.2.5,56593,191.190.223.130,22,tcp,ssh,4.536899,589,2940,SF,16,1429,18,3884,Malicious
1526810989.33435,ClQAI31pvs3mA7JiI5,192.168.2.5,57983,182.132.240.242,22,tcp,ssh,5.332403,589,895,SF,14,1301,14,1631,Malicious
1526832520.67626,CDFJxE4eXkCyPm6Sc9,192.168.2.5,52975,144.48.6.29,22,tcp,ssh,10.343547,589,1745,SF,15,1377,16,2585,Malicious
1526811190.77716,C4G1gy2ENX12X4bppe,192.168.2.5,58308,182.132.240.242,22,tcp,ssh,5.410108,589,895,SF,16,1405,16,1735,Malicious
1526773249.34079,CydLQg1e57rXlXtDk,192.168.2.5,32978,31.28.24.215,22,tcp,ssh,0.990468,589,1801,SF,15,1377,15,2589,Malicious
1547070030.91269,CS4AMwNB1fXAaWaVb,192.168.1.194,56466,70.118.109.138,22,tcp,ssh,6.989999,2822,3474,SF,17,3726,17,4366,Malicious
1526802867.55539,C94AVmZM5Fx66ZSnd,192.168.2.5,44396,144.22.77.58,22,tcp,ssh,3.60118,589,1801,SF,15,1377,13,2485,Malicious
1526801031.32328,CJ8mtA37h8IAOePttl,192.168.2.5,48963,144.76.20.146,22,tcp,ssh,2.161317,589,1769,SF,15,1209,15,2373,Malicious
1526794368.88819,C13HB01o9WxPIkpVn5,192.168.2.5,41087,161.246.34.147,22,tcp,ssh,5.755897,589,2603,SF,14,1325,16,3443,Malicious
1551380406.89785,C5guRw1jQW2Gnq1vOk,192.168.1.200,36628,115.65.72.17,23,tcp,-,3.400551,0,0,REJ,6,360,2,80,Malicious
1526865748.46629,CoveYy3HIpCAcogpKa,192.168.2.5,57625,204.188.220.234,22,tcp,ssh,4.648074,589,2603,SF,16,1429,16,3443,Malicious
1526829901.58809,CAMX9a2tAJNNcHZzPj,192.168.2.5,53821,144.76.156.49,22,tcp,ssh,2.657212,589,2590,SF,16,1429,15,3378,Malicious
