ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1526865978.172328,CcCl1341uXqnaFUNLa,192.168.2.5,57929,204.188.220.234,22,tcp,ssh,4.502214,589,2603,SF,-,-,0,ShAdDaFf,14,1325,16,3443,(empty),Malicious,Attack
1526810856.386457,CUJoQz3ddJ2P41hQR3,192.168.2.5,57747,182.218.135.183,22,tcp,ssh,5.669189,589,1159,SF,-,-,0,ShAdDaFRRfR,16,1393,17,2051,(empty),Malicious,Attack
1526802433.595003,C6gEye38Il6rf9NfW8,192.168.2.5,51129,144.217.110.36,22,tcp,ssh,3.744484,589,2241,SF,-,-,0,ShAdDaFf,13,1273,15,3029,(empty),Malicious,Attack
1526845285.494171,Cw8XHJPMKOjLFE9fb,192.168.2.5,50251,191.101.72.136,22,tcp,ssh,2.057127,589,2241,SF,-,-,0,ShAdDaFf,13,1273,15,3029,(empty),Malicious,Attack
1526854344.720526,CWt1rn4lMib76Pgfo6,192.168.2.5,38377,51.254.123.104,22,tcp,ssh,4.612434,589,2603,SF,-,-,0,ShAdDaFf,15,1385,16,3443,(empty),Malicious,Attack
1547092314.902261,CQYEMi3UC8r18HDmWk,192.168.1.194,42308,54.71.108.5,22,tcp,ssh,1.807223,1642,1469,SF,-,-,0,ShADadFf,14,2378,12,2101,-,Malicious,Attack
1526853736.912071,C2qbKu1hHhESRLSZ87,192.168.2.5,44154,51.15.2.81,22,tcp,ssh,3.133167,589,2600,SF,-,-,0,ShAdDaFf,16,1429,15,3388,(empty),Malicious,Attack
1526765727.411398,ClkHPg1mKc6dvqirO7,192.168.2.5,58510,69.168.53.102,22,tcp,ssh,2.129318,589,1985,SF,-,-,0,ShAdDaFf,13,1273,13,2669,(empty),Malicious,Attack
1526838680.984601,CA7nTF1gvyk1XBRyb3,192.168.2.5,44590,219.235.3.132,22,tcp,ssh,6.138801,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1526882457.926492,CqLzS23q9m7VR7KlH2,192.168.2.5,57217,137.74.114.140,22,tcp,ssh,3.540738,605,1801,SF,-,-,0,ShAdDaFf,13,1289,15,2589,(empty),Malicious,Attack
1551392577.156079,C7xCHr4wsoTza03BL4,192.168.1.200,59692,62.148.153.181,23,tcp,-,1.093647,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551404269.779255,C992T11FR8MLdZMVJd,192.168.1.200,43898,95.130.174.148,23,tcp,-,0.084453,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551407790.583439,CNpe2i2wTPnOFx8B94,192.168.1.200,35410,191.164.69.99,23,tcp,-,1.146354,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526829972.030755,C4JyHX1XOi1Ocpw6Gl,192.168.2.5,53920,144.76.156.49,22,tcp,ssh,4.509288,589,2590,SF,-,-,0,ShAdDaFf,14,1325,16,3430,(empty),Malicious,Attack
1526766978.657850,CcFpqj1PUSVBI0EdY9,192.168.2.5,36212,69.163.132.236,22,tcp,ssh,4.243240,589,2296,SF,-,-,0,ShAdDaFf,15,1377,15,3084,(empty),Malicious,Attack
1551382806.937678,CGzHD6heTzKSXlh56,192.168.1.200,58038,202.178.118.244,23,tcp,-,0.373785,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526773198.513911,CT46c717orvbvOPWjl,192.168.2.5,53600,31.27.187.239,22,tcp,ssh,1.890028,589,1601,SF,-,-,0,ShAdDaFf,13,1273,13,2285,(empty),Malicious,Attack
1526811110.959426,CzW2oa3b68t5mi3h0g,192.168.2.5,58179,182.132.240.242,22,tcp,ssh,4.629897,589,887,SF,-,-,0,ShAdDaFRfR,14,1301,15,1675,(empty),Malicious,Attack
1526875079.498056,CG1ONk3CndUxVnzPM8,192.168.2.5,51449,203.137.182.59,22,tcp,ssh,5.639891,589,2603,SF,-,-,0,ShAdDaFf,14,1325,13,3287,(empty),Malicious,Attack
1526846768.558383,CpSm2l3niZQx2K22l3,192.168.2.5,51720,191.102.136.68,22,tcp,ssh,3.977756,589,2241,SF,-,-,0,ShAdDaFf,14,1325,16,3081,(empty),Malicious,Attack
1551385307.618619,CUF4Pa3cdcWWJmFOn6,192.168.1.200,46298,179.167.224.195,23,tcp,-,4.333091,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551402191.785600,CcbzNe2ADnzkrgSRw2,192.168.1.200,39966,200.177.151.170,23,tcp,-,0.257841,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1551381562.885323,CAeSOu34hMWsm1QE44,192.168.1.200,38720,131.178.177.176,23,tcp,-,1.242307,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1526816636.119040,Cob6pL3wsbVDoq3SPb,192.168.2.5,35351,148.251.50.141,22,tcp,-,0.110296,21,983,SF,-,-,0,ShAdDaFf,6,341,5,1251,(empty),Malicious,Attack
1526794179.458397,C1pJeRnItZFwcHtab,192.168.2.5,40848,161.246.34.147,22,tcp,ssh,6.211905,605,2603,SF,-,-,0,ShAdDaFf,16,1445,16,3443,(empty),Malicious,Attack
1526882431.123571,CfoIgF2uMdkoFanZdj,192.168.2.5,57179,137.74.114.140,22,tcp,ssh,3.241571,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526876265.816167,CA46kQ2hjAgc1heckd,192.168.2.5,56561,203.44.30.106,22,tcp,ssh,7.166064,589,1250,SF,-,-,0,ShAdDaFf,16,1450,17,2154,(empty),Malicious,Attack
1526772486.316191,CiS7zA4fUCCdgPagH5,192.168.2.5,50803,31.217.212.25,22,tcp,ssh,3.326680,589,1348,SF,-,-,0,ShAdDaFf,15,1377,15,2136,(empty),Malicious,Attack
1526852451.237316,CZOUpu3BCfFbw9aVD7,192.168.2.5,53259,51.15.137.6,22,tcp,ssh,2.772858,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1526760072.573060,CxWux03jJ2VJ9UqbXf,192.168.2.5,42682,121.201.38.22,22,tcp,ssh,4.682155,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1551406078.031509,C53rvu4IsDzc4JiB8,192.168.1.200,41766,187.117.156.194,23,tcp,-,0.682850,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526768140.607274,C0GYaC27nrJdd3s8Xd,192.168.2.5,42273,69.158.20.101,22,tcp,ssh,2.824062,589,1094,SF,-,-,0,ShAdDaFf,14,1169,17,1798,(empty),Malicious,Attack
1526803057.315685,C6mtvr43HDNVQXCjvl,192.168.2.5,51497,144.202.50.228,22,tcp,ssh,4.442611,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1551403401.854241,CPyuAsw0WEhj7aeBa,192.168.1.200,49042,154.145.135.78,23,tcp,-,3.398563,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1551382870.228871,CGpXwC1ToJv1NZvoEe,192.168.1.200,45810,124.154.137.138,23,tcp,-,0.306075,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526867727.659531,CEJJ3z4gV34viBR7F,192.168.2.5,38513,204.44.75.64,22,tcp,ssh,4.304811,589,2225,SF,-,-,0,ShAdDaFf,13,1273,16,3065,(empty),Malicious,Attack
1526811329.535595,C97F0c1WQw1N10R187,192.168.2.5,58461,182.132.240.242,22,tcp,ssh,7.284058,589,835,SF,-,-,0,ShAdDaFf,15,1377,16,1675,(empty),Malicious,Attack
1526832234.783476,CRPCnu1PMGktIxgNsc,192.168.2.5,49555,144.217.59.75,22,tcp,ssh,5.092937,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack
1526810223.216482,CGqjXi4RLlT7BlX3U2,192.168.2.5,35866,182.253.179.62,22,tcp,ssh,4.087452,605,2599,SF,-,-,0,ShAdDaFf,14,1341,16,3439,(empty),Malicious,Attack
1526838862.092637,CtiErv18zlA4pDNw5j,192.168.2.5,45934,219.65.104.201,22,tcp,ssh,5.413474,589,1523,SF,-,-,0,ShAdDaFf,15,1209,14,2087,(empty),Malicious,Attack
1526810976.241351,CeGoD647z66LKfeKS7,192.168.2.5,60314,182.254.242.24,22,tcp,ssh,4.878595,589,1801,SF,-,-,0,ShAdDaFf,15,1377,13,2485,(empty),Malicious,Attack
1526822276.128049,CzfZ8E2iAq5i2jgVo5,192.168.2.5,49629,196.192.15.94,22,tcp,ssh,3.430513,589,1340,SF,-,-,0,ShAdDaFf,13,1273,12,1976,(empty),Malicious,Attack
1526802993.106052,COhZnk1wkMJpsugm9g,192.168.2.5,51411,144.202.50.228,22,tcp,ssh,3.705327,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526822220.525656,CUxPFuBtIwGuGaL1j,192.168.2.5,49553,196.192.15.94,22,tcp,ssh,3.182769,589,1340,SF,-,-,0,ShAdDaFf,15,1377,12,1976,(empty),Malicious,Attack
1551382003.125445,CXNhu449BkQi0B6D83,192.168.1.200,49576,39.64.84.146,23,tcp,-,0.332072,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526765759.970931,CEtFxh4GMzagpisF9h,192.168.2.5,58562,69.168.53.102,22,tcp,ssh,2.133774,589,1985,SF,-,-,0,ShAdDaFf,15,1377,13,2669,(empty),Malicious,Attack
1551390242.541269,COBNf83LfbwHLrQWy4,192.168.1.200,39496,61.48.158.20,23,tcp,-,1.321022,0,0,REJ,-,-,0,Sr,4,240,2,80,-,Malicious,Attack
1551409391.624701,CbtenE3ru5jZQQifZc,192.168.1.200,39646,78.66.52.163,23,tcp,-,0.074208,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526867047.230184,CggVgG1KmRiOFrtvdh,192.168.2.5,38252,204.188.253.197,22,tcp,ssh,4.179959,589,1801,SF,-,-,0,ShAdDaFf,13,1273,14,2537,(empty),Malicious,Attack
1547085477.880862,C25DzUK6HvlSsvQ85,192.168.1.194,40010,67.21.32.221,22,tcp,ssh,4.258306,2146,2429,SF,-,-,0,ShADadFf,17,3038,16,3269,-,Malicious,Attack
1526845465.433008,CvLwH3220VKDOR8wz5,192.168.2.5,50167,191.168.7.36,22,tcp,ssh,3.976899,589,1000,SF,-,-,0,ShAdDaFf,15,1209,19,1764,(empty),Malicious,Attack
1526802959.521441,Cusapl11pcn8flzUld,192.168.2.5,51366,144.202.50.228,22,tcp,ssh,4.501601,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526810777.377181,Cdc3Fw27DdoUq4b2uj,192.168.2.5,57622,182.218.135.183,22,tcp,ssh,4.565146,589,1083,SF,-,-,0,ShAdDaFf,13,1273,16,1923,(empty),Malicious,Attack
1551404487.730120,Cf7Hxz2tSj6gtviuC7,192.168.1.200,48388,181.226.205.153,23,tcp,-,0.281600,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526873090.076816,C4P0Zm1N1zak72C9a4,192.168.2.5,49267,203.242.197.223,22,tcp,ssh,7.165191,589,2241,SF,-,-,0,ShAdDaFf,13,1273,16,3081,(empty),Malicious,Attack
1526765159.311248,Cj17yP2N2MZyiTHgVb,192.168.2.5,55486,69.156.162.142,22,tcp,ssh,1.789165,589,1094,SF,-,-,0,ShAdDaFf,14,1169,17,1798,(empty),Malicious,Attack
1551401839.780089,CunHhJDG4kBzBfqV7,192.168.1.200,56916,188.131.148.183,23,tcp,-,0.336805,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526808296.318913,CVaXcm3cyQb33O1BH9,192.168.2.5,35768,182.140.141.229,22,tcp,ssh,5.689484,589,2603,SF,-,-,0,ShAdDaFf,14,1325,15,3391,(empty),Malicious,Attack
1526852109.526330,CwtbIl1UaHEqz3DyUg,192.168.2.5,34275,51.254.57.165,22,tcp,ssh,2.904148,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack
1526867753.698055,CIgOSF1QYiuUircQr7,192.168.2.5,38553,204.44.75.64,22,tcp,ssh,4.104316,589,2225,SF,-,-,0,ShAdDaFf,15,1377,15,3013,(empty),Malicious,Attack
1551392791.859294,Cpc1oM1mND8wAwJ6Wa,192.168.1.200,58478,141.106.158.102,23,tcp,-,0.116685,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526772450.799175,CeezAa1IalhrhqDxe,192.168.2.5,50702,31.217.212.25,22,tcp,ssh,2.477992,589,1348,SF,-,-,0,ShAdDaFf,14,1325,15,2136,(empty),Malicious,Attack
1551398006.462246,CvBJ6z4GJZiBenHEui,192.168.1.200,44842,124.146.82.97,23,tcp,-,3.475017,0,0,REJ,-,-,0,Sr,6,360,2,80,-,Malicious,Attack
1526832946.424712,CNFsBi1AD2ii9A5ySg,192.168.2.5,33260,144.172.84.173,22,tcp,ssh,6.311953,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack
1526838763.798277,CuQaVqfyizF0dhTck,192.168.2.5,45809,219.65.104.201,22,tcp,ssh,5.715682,589,1523,SF,-,-,0,ShAdDaFf,16,1249,14,2087,(empty),Malicious,Attack
1526872964.743783,CEUsP81ADt3FoJPBIh,192.168.2.5,49111,203.242.197.223,22,tcp,ssh,7.648856,589,2241,SF,-,-,0,ShAdDaFf,15,1521,16,3093,(empty),Malicious,Attack
1526765477.175735,CwtNNd242kFKWvWkH4,192.168.2.5,40989,69.131.140.8,22,tcp,ssh,3.563926,589,1024,SF,-,-,0,ShAdDaFf,14,1325,16,1864,(empty),Malicious,Attack
1551399453.219841,CCiLN46YzdLXhbaYk,192.168.1.200,57846,114.89.124.129,23,tcp,-,0.331063,0,0,REJ,-,-,0,Sr,2,120,2,80,-,Malicious,Attack
1526810693.625382,CWlbAVT8aE0plNgN4,192.168.2.5,59308,182.54.195.83,22,tcp,ssh,6.212057,589,1123,SF,-,-,0,ShAdDaFf,14,1325,16,1963,(empty),Malicious,Attack
1547067631.632872,ChAICy3WIuChk0c6bc,192.168.1.194,50270,88.208.208.156,22,tcp,ssh,13.610975,1790,2103,SF,-,-,0,ShADadFf,16,2630,16,2943,-,Malicious,Attack
