id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,detailed-label
17.0,18344,18638.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,36097,34308.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
12.0,52458,33406.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,12986,25761.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,18344,28519.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,32751,889.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
8.0,35639,11121.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
8.0,58410,3255.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
11.0,63420,1104.0,23,1,0,6e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
11.0,63420,31241.0,23,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
17.0,18344,19860.0,52869,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,44002,29381.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
11.0,43746,36353.0,80,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
9.0,51145,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
17.0,18344,28395.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
10.0,38966,366.0,23,1,0,3.159217,0,0,0,99,99,0,7.0,3,180,0,0,1.0,0
12.0,41161,3647.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
11.0,63420,3617.0,23,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
12.0,37871,13444.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,32751,33238.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
10.0,59766,5000.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,60,0,0,1.0,0
12.0,53994,14231.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
11.0,63420,32275.0,23,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
10.0,31680,21778.0,80,1,0,0.901257,0,0,8,99,99,0,5.0,2,80,0,0,1.0,10
7.0,30535,19709.0,8081,1,0,0.000243,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
17.0,18344,17593.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,10062.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
10.0,845,23061.0,80,1,0,99.0,99,99,8,99,99,0,5.0,1,40,0,0,1.0,10
10.0,36290,11444.0,23,1,0,3.136694,0,0,0,99,99,0,7.0,3,180,0,0,1.0,0
16.0,5526,30261.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
12.0,28704,36552.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,52458,747.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,17832,7031.0,37215,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
11.0,43746,26880.0,80,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,17832,7446.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
11.0,63420,11853.0,2323,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
17.0,17576,3211.0,8081,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
12.0,55288,220.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
11.0,44002,27171.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,17832,27563.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
17.0,18344,25762.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
8.0,38134,335.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,26009.0,52869,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,19763.0,52869,1,0,0.000235,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,38370,10266.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
7.0,24159,20331.0,8081,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
12.0,50708,35064.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
8.0,46359,14701.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,54250,6660.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
8.0,44188,738.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,26755.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
8.0,42608,1215.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,10803,33067.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,1220,36062.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
10.0,55026,3786.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,60,0,0,1.0,0
12.0,36097,34810.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,18344,16733.0,52869,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18088,21257.0,80,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
16.0,5526,2171.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
10.0,54620,25214.0,23,1,0,3.094477,0,0,0,99,99,0,7.0,3,180,0,0,1.0,0
12.0,13486,13509.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,17832,26475.0,37215,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
8.0,58880,3422.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,7580.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,26543.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,17832,27061.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
17.0,17832,29641.0,37215,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
17.0,18344,17686.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,36097,36486.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
9.0,47287,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
17.0,31484,34798.0,81,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,14
11.0,38114,30918.0,8081,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,10803,34640.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
9.0,55793,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
17.0,18344,18868.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,44002,7174.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,16785.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,38114,10925.0,8081,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
16.0,5526,411.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
12.0,32495,8400.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
10.0,10566,21778.0,22,1,0,96.427464,18856390730,0,12,99,99,0,3.0,53,2650,0,0,1.0,10
17.0,18344,26559.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,63420,643.0,23,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
12.0,15026,13894.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,54580,32382.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
11.0,38370,25620.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,18344,7584.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,43746,33417.0,80,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
10.0,2433,21778.0,80,1,0,3.203679,0,0,8,99,99,0,5.0,2,80,0,0,1.0,10
10.0,54114,4778.0,23,1,0,3.124209,0,0,0,99,99,0,7.0,3,180,0,0,1.0,0
17.0,17832,10249.0,37215,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
12.0,29360,14924.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
11.0,38370,26306.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
9.0,58514,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
12.0,12986,20049.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
16.0,5526,15124.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
17.0,17832,28261.0,37215,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
11.0,38370,26058.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
10.0,46126,33807.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,60,0,0,1.0,0
12.0,36097,21491.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,18344,10703.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
9.0,46718,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
17.0,17832,20180.0,37215,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
11.0,38114,33724.0,8081,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,25030,30318.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,36922,35916.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,13486,3088.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,18344,18271.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,9233.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,10803,3532.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
8.0,40116,6033.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,8467.0,52869,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,24104,35007.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,18088,34429.0,80,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
10.0,46380,36532.0,23,1,0,3.140471,0,0,0,99,99,0,7.0,3,180,0,0,1.0,0
12.0,32810,36052.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
16.0,5526,34766.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
17.0,18088,31310.0,80,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,14
12.0,36097,12789.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
12.0,51220,36069.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
11.0,43746,25203.0,80,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,7756.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,7718.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,17832,29247.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
12.0,50708,20892.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
8.0,36735,5472.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,18493.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,17832,18547.0,37215,1,0,5e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
12.0,54836,30455.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
17.0,18344,25683.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,1220,35670.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,54324,27186.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
11.0,38370,18637.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,17832,20432.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
9.0,57442,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
12.0,36097,13040.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
17.0,17832,27224.0,37215,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,12
17.0,18344,29241.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
17.0,18344,19054.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
8.0,56177,463.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,10803,31258.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,18344,17113.0,52869,1,0,1e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,28704,32246.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,24104,21212.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
10.0,58060,31930.0,992,1,0,4.200597,0,0,8,99,99,0,5.0,5,200,0,0,1.0,10
9.0,51569,11392.0,62336,1,0,99.0,99,99,12,99,99,0,1.0,0,0,0,0,1.0,10
12.0,50708,13260.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
16.0,5526,35168.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
17.0,18344,6554.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
11.0,38370,26687.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,12
12.0,37359,35971.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
16.0,5526,1952.0,37215,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,0.0,12
12.0,54580,720.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
17.0,18344,29637.0,52869,1,0,2e-06,0,0,0,99,99,0,7.0,2,80,0,0,1.0,10
12.0,51220,30626.0,52869,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
8.0,58286,34347.0,22,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,14
12.0,50708,13822.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
12.0,37871,4257.0,23,1,0,99.0,99,99,0,99,99,0,7.0,1,40,0,0,1.0,0
